,Game,Platform,Gener,Publisher,North_America,Europe,Japan,Rest_of _World,Global,Good_Sale,Count_Games
247,Akatsuki no Amaneka to Aoi Kyojin,PSP,Strategy,CyberFront,0.0,0.0,0.01,0.0,0.01,0,13
248,Akatsuki no Goei Trinity,PSP,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0,47
249,Akiba's Trip,PSP,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,0,11
250,Akiba's Trip Plus,PSP,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08,0,11
251,Akiba's Trip: Undead & Undressed,PSV,Action,Nippon Ichi Software,0.17,0.03,0.13,0.04,0.39,0,86
252,Akko ni Omakase! Brain Shock,DS,Misc,Taito,0.0,0.0,0.04,0.0,0.04,0,18
253,Akuji the Heartless,PS,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,0,121
254,Aladdin Magic Racer,Wii,Racing,Big Ben Interactive,0.01,0.0,0.0,0.0,0.01,0,6
255,Alan Wake,X360,Action,Microsoft Game Studios,0.66,0.56,0.05,0.14,1.3900000000000001,0,178
256,Alex Rider: Stormbreaker,DS,Action,THQ,0.06,0.0,0.0,0.0,0.07,0,394
257,Alexi Lalas International Soccer,PS,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,0,194
258,Alfa Romeo Racing Italiano,PS2,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01,0,17
259,Alia's Carnival! Sacrament,PSV,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,0,6
260,Alias,PS2,Action,Acclaim Entertainment,0.09,0.05,0.0,0.01,0.16,0,114
261,Alice in Wonderland,Wii,Adventure,Disney Interactive Studios,0.5,0.38,0.0,0.09,0.98,0,110
262,Alice: Madness Returns,PS3,Adventure,Electronic Arts,0.49,0.48,0.08,0.14,1.2,0,598
263,Alien,2600,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,1,5
264,Alien Breed Trilogy,X360,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,0,12
265,Alien Hominid,PS2,Shooter,Zoo Digital Publishing,0.12000000000000001,0.06,0.0,0.01,0.19,0,73
266,Alien Monster Bowling League,Wii,Sports,Destineer,0.09,0.0,0.0,0.01,0.09,0,37
267,Alien Resurrection,PS,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,0,8
268,Alien Syndrome,PSP,Role-Playing,Sega,0.12000000000000001,0.0,0.0,0.01,0.14,0,469
269,Alien Trilogy,PS,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,0,114
270,Alien's Return,2600,Action,ITT Family Games,0.32,0.02,0.0,0.0,0.34,1,1
271,Alien: Isolation,PS4,Shooter,Sega,0.8300000000000001,1.21,0.04,0.29000000000000004,2.39,1,469
272,Alienators: Evolution Continues,GBA,Action,Activision,0.03,0.01,0.0,0.0,0.03,0,401
273,Aliens in the Attic,Wii,Action,Playlogic Game Factory,0.12000000000000001,0.0,0.0,0.01,0.13,0,10
274,Aliens versus Predator: Extinction,PS2,Strategy,Electronic Arts,0.15,0.09000000000000001,0.0,0.02,0.27,0,598
275,Aliens vs Predator,X360,Shooter,Sega,0.96,1.03,0.0,0.31,2.29,1,469
276,Aliens vs Predator: Requiem,PSP,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,0,86
277,Aliens: Colonial Marines,X360,Shooter,Sega,0.66,0.69,0.0,0.2,1.55,0,469
278,Aliens: Infestation,DS,Action,Sega,0.09,0.05,0.0,0.02,0.16,0,469
279,All Grown Up! Express Yourself,GBA,Misc,THQ,0.13,0.05,0.0,0.0,0.18,0,394
280,All Japan Pro Wrestling featuring Virtua,SAT,Fighting,Sega,0.0,0.0,0.15,0.0,0.15,0,469
281,All Kamen Rider: Rider Generation,DS,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0,765
282,All Kamen Rider: Rider Generation 2,DS,Action,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0,765
283,All Points Bulletin,PC,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,0,598
284,All Star Cheer Squad,Wii,Sports,THQ,0.69,0.29,0.0,0.1,1.07,0,394
285,All Star Cheer Squad 2,Wii,Sports,THQ,0.12,0.0,0.0,0.01,0.13,0,394
286,All Star Karate,Wii,Action,THQ,0.13,0.07,0.0,0.02,0.22,0,394
287,All Star Pro-Wrestling,PS2,Fighting,SquareSoft,0.0,0.0,0.2,0.0,0.2,0,46
288,All Star Tennis 99,N64,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05,0,564
289,All-Pro Football 2K8,X360,Sports,Take-Two Interactive,0.38,0.0,0.0,0.03,0.41000000000000003,0,194
290,All-Star Baseball 2000,N64,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39,0,114
291,All-Star Baseball 2001,N64,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,0,114
292,All-Star Baseball 2002,PS2,Sports,Acclaim Entertainment,0.44000000000000006,0.25,0.0,0.08,0.78,0,114
293,All-Star Baseball 2003,PS2,Sports,Acclaim Entertainment,0.8,0.42,0.0,0.11,1.33,1,114
294,All-Star Baseball 2004,PS2,Sports,Acclaim Entertainment,0.42,0.23,0.0,0.05,0.7,0,114
295,All-Star Baseball 2005,PS2,Sports,Unknown,0.27,0.15,0.0,0.05,0.47,0,148
296,All-Star Baseball 99,N64,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,0,114
297,Alleyway,GB,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,0,665
298,Allied General,PS,Strategy,SSI,0.11,0.07,0.0,0.01,0.19,0,1
299,Alone in the Dark,X360,Adventure,Atari,0.26,0.41,0.0,0.08,0.73,0,277
300,Alone in the Dark: Inferno,PS3,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,0,277
301,Alone in the Dark: One-Eyed Jack's Revenge,PS,Adventure,Infogrames,0.17,0.12,0.0,0.02,0.31,1,47
302,Alone in the Dark: The New Nightmare,PS,Adventure,Infogrames,0.09,0.06,0.0,0.01,0.16,0,47
303,Alpha Protocol,PS3,Role-Playing,Sega,0.42000000000000004,0.32,0.0,0.12000000000000001,0.85,0,469
304,Alpha and Omega,DS,Action,Unknown,0.06,0.0,0.0,0.0,0.07,0,148
305,Alter Echo,PS2,Shooter,THQ,0.1,0.060000000000000005,0.0,0.02,0.18,0,394
306,Alter Ego,PC,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,0,401
307,Altered Beast: Guardian of the Realms,GBA,Action,THQ,0.07,0.02,0.0,0.0,0.09,0,394
308,Alundra,PS,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,0,31
309,Alundra 2: A New Legend Begins,PS,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,0,401
310,Alvin and the Chipmunks,DS,Misc,Brash Entertainment,0.21,0.03,0.0,0.02,0.26,1,3
311,Alvin and the Chipmunks: Chipwrecked,DS,Misc,505 Games,0.22,0.05,0.0,0.03,0.29000000000000004,0,143
312,Alvin and the Chipmunks: The Squeakquel,DS,Misc,Majesco Entertainment,0.36,0.0,0.0,0.03,0.39,0,81
313,Amagami,PSP,Adventure,Kadokawa Shoten,0.0,0.0,0.32,0.0,0.32,1,46
314,Amagoushi no Yakata,PS2,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0,86
315,Amatsumi Sora ni! Kumo no Hatate ni,PSV,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,0,21
316,Amazing Adventures: The Forgotten Ruins,DS,Adventure,PopCap Games,0.13,0.08,0.0,0.02,0.24,0,10
317,Amazing Island,GC,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,0,469
318,America Oudan Ultra-Quiz,SAT,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02,0,8
319,America's Army: Rise of a Soldier,XB,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,0,564
320,America's Army: True Soldiers,X360,Shooter,Ubisoft,0.08,0.0,0.0,0.01,0.08,0,564
321,America's Next Top Model,DS,Action,Eidos Interactive,0.17,0.0,0.0,0.01,0.17,0,121
322,America's Test Kitchen: Let's Get Cooking,DS,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,0,665
323,American Bass Challenge,GBA,Sports,Starfish,0.03,0.01,0.0,0.0,0.05,0,10
324,American Chopper,PS2,Racing,Zoo Digital Publishing,0.45999999999999996,0.04,0.0,0.06999999999999999,0.57,0,73
325,American Chopper 2: Full Throttle,PS2,Racing,Zoo Digital Publishing,0.16999999999999998,0.09000000000000001,0.0,0.02,0.28,0,73
326,American Girl: Julie Finds a Way,DS,Adventure,THQ,0.1,0.0,0.0,0.01,0.1,0,394
327,American Girl: Kit Mystery Challenge!,DS,Adventure,THQ,0.42,0.0,0.0,0.03,0.45,0,394
328,American Idol,PS2,Misc,Codemasters,0.42000000000000004,0.27,0.0,0.07,0.77,0,75
329,Amnesia,PSP,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,0,131
330,Amnesia Crowd,PSP,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,0,131
331,Amnesia Later,PSP,Misc,Idea Factory,0.0,0.0,0.060000000000000005,0.0,0.060000000000000005,0,131
332,Amped 2,XB,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,0,178
333,Amped 3,X360,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,0,194
334,Amped: Freestyle Snowboarding,XB,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,0,178
335,Amplitude,PS2,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,0,617
336,An American Tail: Fievel's Gold Rush,GBA,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,0,12
337,Anarchy Reigns,PS3,Action,Sega,0.22,0.05,0.08,0.03,0.37,0,469
338,And1 Streetball,PS2,Action,Ubisoft,0.19,0.12000000000000001,0.0,0.03,0.34,0,564
339,Andretti Racing,PS,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,0,598
340,Angel Blade: Neo Tokyo Guardians,PS,Role-Playing,On Demand,0.12,0.08,0.0,0.01,0.21,0,1
341,Angelique Duet,PS,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,0,249
342,Angelique Retour,PSV,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0,249
343,Angelique Trois,PS2,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0,249
344,Angelique: Maren no Rokukishi,PSP,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0,131
345,Angler's Club: Ultimate Bass Fishing 3D,3DS,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03,0,131
346,Angry Birds,PC,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,0,40
347,Angry Birds Star Wars,3DS,Strategy,Activision,0.85,0.67,0.0,0.21000000000000002,1.72,0,401
348,Angry Birds Trilogy,3DS,Action,Activision,0.6799999999999999,0.27,0.0,0.1,1.05,0,401
349,Angry Birds: Rio,PC,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09,0,40
350,AniMates!,DS,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,0,2
351,Anima - Gate of Memories,PS4,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,0,26
352,Animal Crossing,GC,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,2,665
353,Animal Crossing: Amiibo Festival,WiiU,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,0,665
354,Animal Crossing: City Folk,Wii,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,2,665
355,Animal Crossing: Happy Home Designer,3DS,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,2,665
356,Animal Crossing: New Leaf,3DS,Simulation,Nintendo,2.03,2.36,4.39,0.39,9.16,2,665
357,Animal Crossing: Wild World,DS,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,2,665
358,Animal Genius,DS,Puzzle,Ubisoft,0.1,0.0,0.0,0.01,0.11,0,564
359,Animal Kingdom: Wildlife Expedition,Wii,Adventure,Natsume,0.07,0.0,0.0,0.01,0.07,0,18
360,Animal Paradise,DS,Simulation,Empire Interactive,0.09,0.14,0.0,0.02,0.25,0,35
361,Animal Planet: Emergency Vets,DS,Simulation,Activision,0.08,0.0,0.0,0.01,0.08,0,401
362,Animal Planet: Vet Collection,DS,Simulation,Activision,0.05,0.0,0.0,0.0,0.05,0,401
363,Animal Planet: Vet Life,DS,Simulation,Activision,0.18,0.0,0.0,0.02,0.2,0,401
364,Animaniacs Ten Pin Alley,PS,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,1,3
365,Animaniacs: The Great Edgar Hunt,GC,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,0,48
366,Animorphs: Shattered Reality,PS,Action,Infogrames,0.03,0.02,0.0,0.0,0.06,0,47
367,Anno 1701: Dawn of Discovery,DS,Simulation,Touchstone,0.07,0.05,0.0,0.01,0.13,0,2
368,Anno 2070,PC,Strategy,Ubisoft,0.0,1.13,0.0,0.29,1.43,0,564
369,Anno 2205,PC,Strategy,Ubisoft,0.02,0.22,0.0,0.02,0.25,0,564
370,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,Action,5pb,0.0,0.0,0.02,0.0,0.02,0,47
371,Another Code R: A Journey into Lost Memories,Wii,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,0,665
372,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0,765
373,Ant Nation,DS,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07,0,637
374,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0,86
375,Antz Extreme Racing,PS2,Racing,Empire Interactive,0.03,0.02,0.0,0.01,0.06,0,35
376,Anubis II,Wii,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07,0,12
377,Ao no Exorcist: Genkoku no Labyrinth,PSP,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0,765
378,Ao no Kanata no Four Rhythm,PSV,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,0,148
379,Aoishiro,PS2,Adventure,Success,0.0,0.0,0.02,0.0,0.02,0,18
380,Apache: Air Assault,PS3,Simulation,Activision,0.22999999999999998,0.12,0.0,0.04,0.39,0,401
381,Apassionata: Die Galanacht der Pferde,DS,Simulation,RTL,0.0,0.04,0.0,0.01,0.05,0,6
382,Ape Escape,PS,Platform,Sony Computer Entertainment,0.71,0.51,0.32,0.12,1.67,0,617
383,Ape Escape 2,PS2,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,0,617
384,Ape Escape 3,PS2,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,0,617
385,Ape Escape Academy,PSP,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,0,617
386,Ape Escape Academy (jp sales),PSP,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14,0,617
387,Ape Escape: On the Loose,PSP,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05,0.7,0,617
388,Ape Escape: Pumped & Primed,PS2,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,0,617
389,Apex,XB,Racing,Atari,0.1,0.03,0.0,0.0,0.14,0,277
390,Apocalypse,PS,Action,Activision,0.25,0.17,0.0,0.03,0.45,0,401
391,Apollo Justice: Ace Attorney,DS,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,0,266
392,Aqua Aqua,PS2,Puzzle,3DO,0.05,0.04,0.0,0.01,0.11,0,30
393,Aqua Panic!,DS,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02,0,6
394,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,0,101
395,Aquaman: Battle for Atlantis,XB,Action,Unknown,0.02,0.0,0.0,0.0,0.02,0,148
396,Aquanaut's Holiday,PS,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,0,617
397,Aquanaut's Holiday: Kakusareta Kiroku,PS3,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,0,617
398,Aquapazza: Aquaplus Dream Match,PS3,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,0,16
399,Aquarium by DS,DS,Simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06,0,4
400,Ar Nosurge: Ode to an Unborn Star,PS3,Role-Playing,Tecmo Koei,0.05,0.03,0.1,0.02,0.2,0,249
401,Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18,0,86
402,Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,0,249
403,Ar tonelico: Melody of Elemia,PS2,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,0,143
404,Arabians Lost: The Engagement on Desert,PS2,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,0,21
405,Arc Rise Fantasia,Wii,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,0,51
406,Arc the Lad,PS,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11,0,617
407,Arc the Lad II,PS,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05,0,617
408,Arc the Lad III,PS,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,0,617
409,Arc the Lad: End of Darkness,PS2,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,0,617
410,Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,0,617
411,Arcade Hits: Frisky Tom,PS,Action,Hamster Corporation,0.16,0.11,0.0,0.02,0.28,1,2
412,Arcade Party Pak,PS,Misc,Midway Games,0.06,0.04,0.0,0.01,0.11,0,101
413,Arcade Shooting Gallery,Wii,Shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19,0,26
414,Arcade Zone,Wii,Misc,Activision,0.14,0.0,0.0,0.01,0.15,0,401
415,Arcana Famiglia 2,PSP,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,0,6
416,Arcana Famiglia: La storia della Aracana Famiglia,PSP,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05,0,6
417,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Action,Comfort,0.0,0.0,0.02,0.0,0.02,0,6
418,Arcana Heart,PS2,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,0,5
419,Arcana Heart 3,PS3,Fighting,PQube,0.06,0.06,0.14,0.03,0.29000000000000004,1,24
420,Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,0.16999999999999998,0.12,0.01,0.04,0.33,1,16
421,Archer Maclean Presents: Pool Paradise,PS2,Sports,Ignition Entertainment,0.05,0.03,0.0,0.01,0.09,0,48
422,Archer Maclean's 3D Pool,GBA,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07,0,36
423,Archer Maclean's Mercury,PSP,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,1,48
424,Arctic Tale,DS,Adventure,Zoo Digital Publishing,0.17,0.0,0.0,0.01,0.18000000000000002,0,73
425,Arctic Thunder,PS2,Racing,Midway Games,0.26,0.16,0.0,0.05,0.48,0,101
426,Are You Alice?,PSP,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0,131
427,Are You Smarter Than A 5th Grader?,DS,Misc,Mindscape,0.48,0.0,0.0,0.04,0.53,1,27
428,Are You Smarter Than a 5th Grader? Back to School,Wii,Misc,Nintendo,0.26,0.0,0.0,0.02,0.27,0,665
429,Are You Smarter than a 5th Grader? Game Time,Wii,Puzzle,THQ,0.59,0.0,0.0,0.05,0.62,0,394
430,Are You Smarter than a 5th Grader? Make the Grade,Wii,Misc,THQ,0.86,0.0,0.0,0.07,0.93,0,394
431,Area 51,PS,Shooter,GT Interactive,0.8400000000000001,0.5,0.0,0.12,1.46,2,37
432,Arena Football,PS2,Sports,Electronic Arts,0.39,0.25,0.0,0.08,0.7100000000000001,0,598
433,Aria: The Natural ~Tooi Yume no Mirage~,PS2,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,0,43
434,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,0,43
435,Arkanoid DS,DS,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,0,152
436,ArmA II,PC,Shooter,505 Games,0.0,0.12,0.0,0.02,0.14,0,143
437,ArmA III,PC,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,0,1
438,Armed and Dangerous,XB,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,0,38
439,Armor Ambush,2600,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,0,12
440,Armored Core,PS,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,0,617
441,Armored Core 2,PS2,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,0,564
442,Armored Core 2: Another Age,PS2,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,1,12
443,Armored Core 3,PS2,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,1,12
444,Armored Core 3 Portable,PSP,Simulation,From Software,0.0,0.0,0.08,0.0,0.08,0,15
445,Armored Core 4,X360,Simulation,505 Games,0.28,0.01,0.12,0.03,0.45,0,143
446,Armored Core SL: Silent Line Portable,PSP,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,0,15
447,Armored Core V,PS3,Simulation,Namco Bandai Games,0.22,0.07,0.27999999999999997,0.03,0.6,0,765
448,Armored Core: For Answer,PS3,Simulation,Ubisoft,0.12,0.03,0.17,0.02,0.33999999999999997,0,564
449,Armored Core: Formula Front Extreme Battle,PSP,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05,0,143
450,Armored Core: Last Raven,PS2,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,0,143
451,Armored Core: Last Raven Portable,PSP,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,0,15
452,Armored Core: Master of Arena,PS,Simulation,From Software,0.07,0.05,0.13,0.02,0.26,1,15
453,Armored Core: Nexus,PS2,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,1,3
454,Armored Core: Nine Breaker,PS2,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,0,143
455,Armored Core: Project Phantasma,PS,Simulation,From Software,0.06,0.04,0.15,0.02,0.28,1,15
456,Armored Core: Silent Line,PS2,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31,1,8
457,Armored Core: Verdict Day,PS3,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,0,15
458,Armorines: Project S.W.A.R.M.,N64,Shooter,Acclaim Entertainment,0.26,0.08,0.0,0.01,0.34,0,114
459,Army Corps of Hell,PSV,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,0,152
460,Army Men 3D,PS,Action,3DO,1.1,0.14,0.0,0.04,1.28,2,30
461,Army Men World War: Final Front,PS,Action,3DO,0.24,0.17,0.0,0.03,0.44,1,30
462,"Army Men World War: Land, Sea, Air",PS,Action,3DO,0.17,0.12,0.0,0.02,0.3,1,30
463,Army Men World War: Team Assault,PS,Action,3DO,0.06,0.04,0.0,0.01,0.1,0,30
464,Army Men: Air Attack,PS,Action,3DO,0.47,0.32,0.0,0.06,0.85,1,30
465,Army Men: Air Attack 2,PS,Action,3DO,0.17,0.11,0.0,0.02,0.3,1,30
466,Army Men: Air Combat,N64,Action,3DO,0.19,0.05,0.0,0.0,0.24,0,30
467,Army Men: Air Combat - The Elite Missions,GC,Shooter,3DO,0.01,0.0,0.0,0.0,0.01,0,30
468,Army Men: Green Rogue,PS2,Action,3DO,0.1,0.07,0.0,0.02,0.2,0,30
469,Army Men: Major Malfunction,XB,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02,0,21
470,Army Men: RTS,PS2,Strategy,3DO,0.1,0.05,0.0,0.01,0.18,0,30
471,Army Men: Sarge's Heroes,N64,Action,3DO,0.99,0.32999999999999996,0.0,0.05,1.37,2,30
472,Army Men: Sarge's Heroes 2,N64,Shooter,3DO,0.5700000000000001,0.23,0.0,0.04,0.83,1,30
473,Army Men: Sarge's War,GC,Shooter,Global Star,0.21,0.05,0.0,0.0,0.26,1,21
474,Army Men: Soldiers of Misfortune,Wii,Shooter,Zoo Games,0.22,0.0,0.0,0.02,0.24,0,26
475,Army Rescue,Wii,Shooter,UFO Interactive,0.02,0.0,0.0,0.0,0.02,0,14
476,Army of Two,X360,Shooter,Electronic Arts,1.83,0.63,0.04,0.31,2.8099999999999996,1,598
477,Army of Two: The 40th Day,X360,Shooter,Electronic Arts,1.18,0.64,0.01,0.29,2.12,1,598
478,Army of Two: The Devil's Cartel,PS3,Shooter,Electronic Arts,0.27,0.18,0.01,0.07,0.54,0,598
479,Around the World in 80 Days,DS,Action,PlayV,0.03,0.15000000000000002,0.0,0.02,0.21000000000000002,0,4
480,Arslan: The Warriors of Legend,PS4,Action,Tecmo Koei,0.04,0.01,0.09,0.01,0.16,0,249
481,Art Academy,DS,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52,1,665
482,Art Academy: Home Studio,WiiU,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,0,665
483,Art Academy: Lessons for Everyone,3DS,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,0,665
484,Art of Fighting 3: The Path of the Warrior,NG,Fighting,SNK,0.0,0.0,0.04,0.0,0.04,0,17
485,Art of Fighting Anthology,PS2,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,0,36
486,Arthur and the Invisibles,DS,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,0,277
487,Arthur! Ready to Race,PS,Racing,The Learning Company,0.03,0.02,0.0,0.0,0.05,0,1
488,Arx Fatalis,XB,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,0,27
489,Ashes Cricket 2009,Wii,Sports,Codemasters,0.0,0.56,0.0,0.03,0.6000000000000001,0,75
490,Asphalt 3D,3DS,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,0,564
491,Asphalt: Injection,PSV,Action,Ubisoft,0.13,0.06,0.0,0.03,0.22,0,564
492,Asphalt: Urban GT,DS,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.59,0,564
493,Asphalt: Urban GT 2,DS,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,0,564
494,Assassin's Creed,X360,Adventure,Ubisoft,5.199999999999999,4.47,0.16,1.45,11.27,2,564
495,Assassin's Creed Chronicles,PS4,Action,Ubisoft,0.02,0.1,0.02,0.02,0.17,0,564
496,Assassin's Creed Chronicles: China,PS4,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,0,564
497,Assassin's Creed II,PS3,Action,Ubisoft,5.66,3.93,0.29,1.46,11.36,2,564
498,Assassin's Creed II: Discovery,DS,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,0,564
499,Assassin's Creed III,PS3,Action,Ubisoft,6.24,4.87,0.19,1.7100000000000002,13.02,2,564
500,Assassin's Creed III: Liberation,PSV,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32,0,564
